,zendesk_calls
1701,https://useblu.zendesk.com/agent/tickets/423715
1702,https://useblu.zendesk.com/agent/tickets/423716
1714,https://useblu.zendesk.com/agent/tickets/423733
1723,https://useblu.zendesk.com/agent/tickets/423744
1727,https://useblu.zendesk.com/agent/tickets/423749
1729,https://useblu.zendesk.com/agent/tickets/423752
1732,https://useblu.zendesk.com/agent/tickets/423755
1733,https://useblu.zendesk.com/agent/tickets/423757
1734,https://useblu.zendesk.com/agent/tickets/423758
1735,https://useblu.zendesk.com/agent/tickets/417585
1738,https://useblu.zendesk.com/agent/tickets/423763
1739,https://useblu.zendesk.com/agent/tickets/423764
1740,https://useblu.zendesk.com/agent/tickets/423766
1759,https://useblu.zendesk.com/agent/tickets/423795
1761,https://useblu.zendesk.com/agent/tickets/423798
1771,https://useblu.zendesk.com/agent/tickets/423810
1784,https://useblu.zendesk.com/agent/tickets/423827
1800,https://useblu.zendesk.com/agent/tickets/423848
1815,https://useblu.zendesk.com/agent/tickets/425515
1819,https://useblu.zendesk.com/agent/tickets/418045
1820,https://useblu.zendesk.com/agent/tickets/418046
1827,https://useblu.zendesk.com/agent/tickets/424072
1828,https://useblu.zendesk.com/agent/tickets/424074
1831,https://useblu.zendesk.com/agent/tickets/425561
1834,https://useblu.zendesk.com/agent/tickets/424071
1835,https://useblu.zendesk.com/agent/tickets/424073
1838,https://useblu.zendesk.com/agent/tickets/424078
1877,https://useblu.zendesk.com/agent/tickets/417713
1880,https://useblu.zendesk.com/agent/tickets/417708
1885,https://useblu.zendesk.com/agent/tickets/417716
1888,https://useblu.zendesk.com/agent/tickets/417719
1899,https://useblu.zendesk.com/agent/tickets/417955
1901,https://useblu.zendesk.com/agent/tickets/417957
1910,https://useblu.zendesk.com/agent/tickets/417968
1927,https://useblu.zendesk.com/agent/tickets/417985
1931,https://useblu.zendesk.com/agent/tickets/417989
1940,https://useblu.zendesk.com/agent/tickets/418002
1953,https://useblu.zendesk.com/agent/tickets/418017
1962,https://useblu.zendesk.com/agent/tickets/418026
1965,https://useblu.zendesk.com/agent/tickets/418029
1977,https://useblu.zendesk.com/agent/tickets/418043
1998,https://useblu.zendesk.com/agent/tickets/433548
2005,https://useblu.zendesk.com/agent/tickets/419660
2009,https://useblu.zendesk.com/agent/tickets/433558
2013,https://useblu.zendesk.com/agent/tickets/433561
2015,https://useblu.zendesk.com/agent/tickets/433563
2016,https://useblu.zendesk.com/agent/tickets/419673
2024,https://useblu.zendesk.com/agent/tickets/433570
2025,https://useblu.zendesk.com/agent/tickets/433571
2026,https://useblu.zendesk.com/agent/tickets/433572
2027,https://useblu.zendesk.com/agent/tickets/433573
2044,https://useblu.zendesk.com/agent/tickets/433593
2050,https://useblu.zendesk.com/agent/tickets/433602
2058,https://useblu.zendesk.com/agent/tickets/433611
2059,https://useblu.zendesk.com/agent/tickets/433612
2062,https://useblu.zendesk.com/agent/tickets/419730
2065,https://useblu.zendesk.com/agent/tickets/433616
2073,https://useblu.zendesk.com/agent/tickets/433625
2089,https://useblu.zendesk.com/agent/tickets/433645
2122,https://useblu.zendesk.com/agent/tickets/433680
2134,https://useblu.zendesk.com/agent/tickets/433693
2149,https://useblu.zendesk.com/agent/tickets/433711
2154,https://useblu.zendesk.com/agent/tickets/433733
2156,https://useblu.zendesk.com/agent/tickets/433735
2169,https://useblu.zendesk.com/agent/tickets/433752
2174,https://useblu.zendesk.com/agent/tickets/435213
2175,https://useblu.zendesk.com/agent/tickets/435223
2204,https://useblu.zendesk.com/agent/tickets/419583
2208,https://useblu.zendesk.com/agent/tickets/419587
2209,https://useblu.zendesk.com/agent/tickets/419588
2215,https://useblu.zendesk.com/agent/tickets/419622
2223,https://useblu.zendesk.com/agent/tickets/419628
2227,https://useblu.zendesk.com/agent/tickets/419632
2228,https://useblu.zendesk.com/agent/tickets/419633
2231,https://useblu.zendesk.com/agent/tickets/419636
2233,https://useblu.zendesk.com/agent/tickets/419638
2234,https://useblu.zendesk.com/agent/tickets/419702
2237,https://useblu.zendesk.com/agent/tickets/419641
2271,https://useblu.zendesk.com/agent/tickets/419683
2276,https://useblu.zendesk.com/agent/tickets/419688
2277,https://useblu.zendesk.com/agent/tickets/419689
2280,https://useblu.zendesk.com/agent/tickets/419694
2281,https://useblu.zendesk.com/agent/tickets/419695
2283,https://useblu.zendesk.com/agent/tickets/419697
2290,https://useblu.zendesk.com/agent/tickets/419706
2291,https://useblu.zendesk.com/agent/tickets/419707
2292,https://useblu.zendesk.com/agent/tickets/419710
2297,https://useblu.zendesk.com/agent/tickets/419720
2303,https://useblu.zendesk.com/agent/tickets/419722
2304,https://useblu.zendesk.com/agent/tickets/419723
2309,https://useblu.zendesk.com/agent/tickets/419728
2317,https://useblu.zendesk.com/agent/tickets/419737
2319,https://useblu.zendesk.com/agent/tickets/419739
2326,https://useblu.zendesk.com/agent/tickets/419746
2328,https://useblu.zendesk.com/agent/tickets/419749
2330,https://useblu.zendesk.com/agent/tickets/419751
2334,https://useblu.zendesk.com/agent/tickets/419755
2337,https://useblu.zendesk.com/agent/tickets/419758
2338,https://useblu.zendesk.com/agent/tickets/419760
2346,https://useblu.zendesk.com/agent/tickets/419768
2349,https://useblu.zendesk.com/agent/tickets/419771
2354,https://useblu.zendesk.com/agent/tickets/419777
2364,https://useblu.zendesk.com/agent/tickets/435395
2366,https://useblu.zendesk.com/agent/tickets/427072
2367,https://useblu.zendesk.com/agent/tickets/427073
2371,https://useblu.zendesk.com/agent/tickets/425320
2372,https://useblu.zendesk.com/agent/tickets/425357
2377,https://useblu.zendesk.com/agent/tickets/425374
2378,https://useblu.zendesk.com/agent/tickets/425375
2383,https://useblu.zendesk.com/agent/tickets/425383
2385,https://useblu.zendesk.com/agent/tickets/425403
2390,https://useblu.zendesk.com/agent/tickets/425410
2424,https://useblu.zendesk.com/agent/tickets/425502
2443,https://useblu.zendesk.com/agent/tickets/425557
2461,https://useblu.zendesk.com/agent/tickets/425813
2466,https://useblu.zendesk.com/agent/tickets/425817
2475,https://useblu.zendesk.com/agent/tickets/435191
2480,https://useblu.zendesk.com/agent/tickets/435196
2491,https://useblu.zendesk.com/agent/tickets/425838
2495,https://useblu.zendesk.com/agent/tickets/425844
2503,https://useblu.zendesk.com/agent/tickets/425852
2504,https://useblu.zendesk.com/agent/tickets/425853
2509,https://useblu.zendesk.com/agent/tickets/425861
2511,https://useblu.zendesk.com/agent/tickets/425867
2515,https://useblu.zendesk.com/agent/tickets/425866
2520,https://useblu.zendesk.com/agent/tickets/425871
2522,https://useblu.zendesk.com/agent/tickets/425874
2523,https://useblu.zendesk.com/agent/tickets/425875
2524,https://useblu.zendesk.com/agent/tickets/425876
2525,https://useblu.zendesk.com/agent/tickets/425877
2526,https://useblu.zendesk.com/agent/tickets/425878
2528,https://useblu.zendesk.com/agent/tickets/425880
2530,https://useblu.zendesk.com/agent/tickets/425883
2531,https://useblu.zendesk.com/agent/tickets/425884
2532,https://useblu.zendesk.com/agent/tickets/425885
2533,https://useblu.zendesk.com/agent/tickets/425886
2538,https://useblu.zendesk.com/agent/tickets/425891
2541,https://useblu.zendesk.com/agent/tickets/425894
2546,https://useblu.zendesk.com/agent/tickets/425904
2548,https://useblu.zendesk.com/agent/tickets/425907
2550,https://useblu.zendesk.com/agent/tickets/425909
2551,https://useblu.zendesk.com/agent/tickets/425910
2552,https://useblu.zendesk.com/agent/tickets/425911
2554,https://useblu.zendesk.com/agent/tickets/425913
2555,https://useblu.zendesk.com/agent/tickets/425914
2556,https://useblu.zendesk.com/agent/tickets/425915
2557,https://useblu.zendesk.com/agent/tickets/425916
2560,https://useblu.zendesk.com/agent/tickets/435199
2562,https://useblu.zendesk.com/agent/tickets/435201
2570,https://useblu.zendesk.com/agent/tickets/435211
2584,https://useblu.zendesk.com/agent/tickets/435229
2585,https://useblu.zendesk.com/agent/tickets/435231
2594,https://useblu.zendesk.com/agent/tickets/435243
2595,https://useblu.zendesk.com/agent/tickets/435244
